scenario_id,run_id,day,x,y,dist_to_lane_km,in_lane
sc_00000,18,5,237.4968003757227,547.5827253981859,16.66696998628527,True
sc_00000,18,6,254.68972804985378,568.8858292459836,31.71013904439154,False
sc_00000,18,7,267.804177757586,612.5467236181756,55.30526339899676,False
sc_00000,18,8,285.4312902877422,659.0016010764014,81.61183193509211,False
sc_00000,18,9,309.4008159423733,674.5549992333201,96.32917414779378,False
sc_00000,18,10,346.8995042933515,695.6669140963985,117.92952223337498,False
sc_00000,18,11,402.523467008631,712.6805572531531,143.64624564367557,False
sc_00000,19,0,64.62082300182485,460.36057681835655,78.44533449523323,False
sc_00000,19,1,114.00911266478046,473.5708846503473,56.449932956672995,False
sc_00000,19,2,152.9390262905464,460.4690299994751,49.50978744339988,False
sc_00000,19,3,185.82061128229986,447.05262459882806,44.687046947533325,False
sc_00000,19,4,218.860485284684,449.80460925424524,32.66333982745355,False
sc_00000,19,5,257.2137571593964,460.891333877518,15.216317998447426,True
sc_00000,19,6,294.06734905610637,449.5240653753302,8.188323318122684,True
sc_00000,19,7,337.93039638547293,445.57727437181313,4.41348136923998,True
sc_00000,19,8,381.6505300466677,453.82672574891546,22.361365327509628,True
sc_00000,19,9,409.0053155353728,455.6548895664972,32.11707641766578,False
sc_00000,19,10,460.452185744088,456.2972003214696,49.22860616267163,False
sc_00000,19,11,523.1786755243805,459.7735423545449,71.28266078919532,False
sc_00000,20,0,64.62082300182485,460.36057681835655,78.44533449523323,False
sc_00000,20,1,88.14481933529201,493.23955510001025,56.212849953534665,False
sc_00000,20,2,142.9401102353525,507.95393096597854,31.783842203197064,False
sc_00000,20,3,173.96235229203054,534.1750894923246,10.04268575850779,True
sc_00000,20,4,186.31807503452507,587.5076777552433,17.58081230941704,True
sc_00000,20,5,218.24973661072886,617.5604451249166,41.31365274706191,False
sc_00000,20,6,225.6453429691738,642.1833043505586,54.62016077022446,False
sc_00000,20,7,271.72980885377416,656.0141265671763,75.80930332881692,False
sc_00000,20,8,304.26200557297676,690.1995428140555,101.5659073605645,False
sc_00000,20,9,334.3479683574121,724.0355932753474,126.36790465462084,False
sc_00000,20,10,379.6823381169186,774.6631033167686,163.58212864289143,False
sc_00000,20,11,396.0012827962153,794.2420551340156,177.57706068565662,False
sc_00000,21,0,64.62082300182485,460.36057681835655,78.44533449523323,False
sc_00000,21,1,96.24125506584312,483.53301171551266,57.856575914307705,False
sc_00000,21,2,144.45094417124716,482.93477984604107,42.352412675526246,False
sc_00000,21,3,196.47307296286274,485.73455371025307,24.098756722965522,False
sc_00000,21,4,238.76629251592692,482.07188863671655,11.884787498587793,True
sc_00000,21,5,267.0244549809824,472.3879746728261,6.923901536981373,True
sc_00000,21,6,294.19482832433573,479.0974282686715,4.929855641319547,True
sc_00000,21,7,334.7971044862442,503.8490248819286,29.154703479745265,False
sc_00000,21,8,357.30800401446913,502.9679420775907,36.128100149689224,False
sc_00000,21,9,400.7507153916704,512.9837476303753,54.766273864766774,False
sc_00000,21,10,420.8517241679525,520.3692234205386,64.60666270248502,False
sc_00000,21,11,455.29168784014047,511.3807422177105,71.897025573267,False
sc_00000,22,0,64.62082300182485,460.36057681835655,78.44533449523323,False
sc_00000,22,1,83.22400770666364,491.13428928968153,58.75326285715924,False
sc_00000,22,2,127.6865541386052,531.7653215733701,26.244351723412368,False
sc_00000,22,3,176.01511448137802,566.9428551427914,5.117697221616381,True
sc_00000,22,4,207.68509940968167,559.158014880759,12.034255644089166,True
sc_00000,22,5,240.63209626798601,587.2541033370102,35.23401079836342,False
sc_00000,22,6,278.1297688547284,625.1066259741216,64.23623730643946,False
sc_00000,22,7,293.4333317777043,646.6182036877518,78.75360388582551,False
sc_00000,22,8,315.508440778891,663.4631861928909,93.42241122173435,False
sc_00000,22,9,343.585698187503,706.7083479978953,121.72782620040277,False
sc_00000,22,10,379.5021431030417,735.2891590619657,146.11317463369042,False
sc_00000,22,11,413.5826705216282,771.5437645091114,173.29115036693526,False
sc_00000,23,0,64.62082300182485,460.36057681835655,78.44533449523323,False
sc_00000,23,1,109.84579618081568,464.68260127146436,61.74183369233707,False
sc_00000,23,2,142.72846460576847,477.13964435406376,45.478251183996406,False
sc_00000,23,3,187.81451873606784,501.7623608517037,19.84381221444695,True
sc_00000,23,4,222.10012432673233,494.1762163414062,11.983865047802492,True
sc_00000,23,5,269.63025585474605,493.0962619914729,3.0850211561280427,True
sc_00000,23,6,322.5208544441341,496.6387899287616,21.951165157783162,True
sc_00000,23,7,394.8897566720239,490.1576340830844,42.75619539966182,False
sc_00000,23,8,441.19856880125224,490.1661252299265,57.90688488980681,False
sc_00000,23,9,468.01673556843696,480.1745670307748,62.26073797788352,False
sc_00000,23,10,502.903549076335,480.4997518280963,73.81549155880754,False
sc_00000,23,11,545.238567837999,501.2998755655117,96.85986758406708,False
sc_00000,24,0,64.62082300182485,460.36057681835655,78.44533449523323,False
sc_00000,24,1,85.51065137918043,527.5844474455317,41.88813362455447,False
sc_00000,24,2,102.13237003288737,565.4897154214549,19.690803776410963,True
sc_00000,24,3,153.4255781645186,588.1524212229997,7.107244639193054,True
sc_00000,24,4,191.22656675239824,606.8857242172784,27.75471760850256,False
sc_00000,24,5,221.50913018874783,613.7558584777549,40.697474959265726,False
sc_00000,24,6,252.92438939992113,636.589342023429,61.069250056130436,False
sc_00000,24,7,295.14880148058137,667.8873142977375,88.71929205336437,False
sc_00000,24,8,318.3692256833877,707.4018190438376,113.78651972054104,False
sc_00000,24,9,380.1499085340833,732.6188125793202,145.14429955307614,False
sc_00000,24,10,415.46147539368184,772.6705279109681,174.40390201245603,False
sc_00000,24,11,461.430493159618,788.0149820828436,196.2245672800317,False
sc_00000,25,0,64.62082300182485,460.36057681835655,78.44533449523323,False
sc_00000,25,1,92.19365101703254,497.6110676250049,52.95558044081979,False
sc_00000,25,2,117.82566023782451,515.1543491315914,36.81459553829676,False
sc_00000,25,3,141.32707801633282,514.2745872758583,29.516630754807053,False
sc_00000,25,4,192.32735354193105,512.1221815442119,13.786918077766858,True
sc_00000,25,5,257.86196742895015,515.2102322049478,9.013941691221474,True
sc_00000,25,6,323.28472562939055,498.3699737789269,22.966495477594528,True
sc_00000,25,7,332.64357638482113,514.5317916247873,33.17392520419821,False
sc_00000,25,8,387.5552156534569,536.2199306304949,60.72458436840159,False
sc_00000,25,9,417.01099863841733,555.5698241167811,78.9151010867458,False
sc_00000,25,10,475.7313559319152,566.3143559719298,102.87259088078058,False
sc_00000,25,11,506.8708455211637,590.2159638020273,123.62645931247958,False
sc_00000,26,0,64.62082300182485,460.36057681835655,78.44533449523323,False
sc_00000,26,1,91.91004576314822,491.7420671529779,55.64344516201172,False
sc_00000,26,2,131.1438046058351,526.9913391195901,27.224452094926672,False
sc_00000,26,3,168.746421101681,570.7124531461741,4.407020737844041,True
sc_00000,26,4,213.71891282708523,620.034481226651,40.92563349929953,False
sc_00000,26,5,231.42165975158548,687.4196554256075,76.51171040931547,False
sc_00000,26,6,242.17690656188674,739.7128018572398,103.15210521897541,False
sc_00000,26,7,284.6764020343287,795.6611333012526,141.79179602667114,False
sc_00000,26,8,349.93773502848893,809.3612730335271,169.19562726009426,False
sc_00000,26,9,366.4755786107341,850.4027303877567,192.75225467765674,False
sc_00000,26,10,373.3383027685762,891.4808435562201,213.16050021475945,False
sc_00000,26,11,393.37699151332555,922.0579341572093,233.2351637411327,False
sc_00000,27,0,64.62082300182485,460.36057681835655,78.44533449523323,False
sc_00000,27,1,103.58682315178173,457.4471613172817,66.98835365539918,False
sc_00000,27,2,128.72335494338114,464.54539556109535,55.62792878007534,False
sc_00000,27,3,173.05461388283788,480.9119677437338,33.89099955897047,False
sc_00000,27,4,205.4321796410167,503.45543715597773,13.332703897805583,True
sc_00000,27,5,233.2914871502269,526.203948676582,5.838399258594607,True
sc_00000,27,6,268.3438970359977,564.2504821624786,34.12660207514953,False
sc_00000,27,7,275.20566178997126,606.6478080092447,55.11785134592296,False
sc_00000,27,8,304.39111027597346,634.1947602991064,76.84444699128174,False
sc_00000,27,9,336.4631310710708,679.7452165536769,107.47582489769576,False
sc_00000,27,10,357.4590759567469,723.0550257795367,133.493631361754,False
sc_00000,27,11,379.19560870480825,768.4474313045616,160.67453689240358,False
sc_00000,28,0,64.62082300182485,460.36057681835655,78.44533449523323,False
sc_00000,28,1,90.16376571451265,473.806279322951,64.14531239859977,False
sc_00000,28,2,129.3437403006871,504.07653496684367,37.94548781819913,False
sc_00000,28,3,159.507127845968,523.5599034017179,19.464505253816828,True
sc_00000,28,4,198.72700711462085,529.2695217518982,4.111629084721215,True
sc_00000,28,5,236.34169916142332,528.6089017879592,7.899479416713647,True
sc_00000,28,6,271.7505528842157,537.2347662448598,23.295304234853315,False
sc_00000,28,7,303.4727264250575,539.275341974243,34.573446441804386,False
sc_00000,28,8,337.186757948763,528.7984046058546,40.968215430756096,False
sc_00000,28,9,374.3809280769966,546.0748079354364,60.773008231607925,False
sc_00000,28,10,453.03650110165904,572.9583597255757,98.38722142984192,False
sc_00000,28,11,488.69373188808186,573.2529069814456,110.18042020018619,False
sc_00000,29,0,64.62082300182485,460.36057681835655,78.44533449523323,False
sc_00000,29,1,84.7052643563815,485.68838132553805,60.676787847799076,False
sc_00000,29,2,162.61464918193064,538.9480009061774,11.643910592254207,True
sc_00000,29,3,179.32009494908272,576.3551702187028,10.360560404006472,True
sc_00000,29,4,217.45241956806495,615.3052216409076,40.05566766694873,False
sc_00000,29,5,258.985054447903,666.3031292699695,76.19017885339217,False
sc_00000,29,6,251.5444514078426,715.181328936944,95.36898708125959,False
sc_00000,29,7,276.55035481909107,755.0159465673065,121.16176349840394,False
sc_00000,29,8,279.64916472043745,783.5347540524504,134.78552745690317,False
sc_00000,29,9,269.0387567137032,823.3177327272485,148.90589622758853,False
sc_00000,29,10,279.8434139746621,841.1512734879092,160.32541544151692,False
sc_00000,29,11,280.2004655266055,873.975038445705,174.95591754797954,False
sc_00000,30,0,64.62082300182485,460.36057681835655,78.44533449523323,False
sc_00000,30,1,81.33220340860147,505.00731211112196,53.23779650249114,False
sc_00000,30,2,113.41950403758102,537.8451345194801,28.222578338635874,False
sc_00000,30,3,132.05087482739134,582.3012867930036,2.471309858168257,True
sc_00000,30,4,181.9649122242514,583.4256593469279,14.35200642932495,True
sc_00000,30,5,215.40884286870008,611.0442663085743,37.50317290254447,False
sc_00000,30,6,256.67304119958067,633.1925427334254,60.79341320330465,False
sc_00000,30,7,293.436235048496,652.0884419924934,81.17333404340644,False
sc_00000,30,8,335.8652954981489,688.5987793842025,111.1950700326891,False
sc_00000,30,9,371.26142656012115,703.2793227235603,129.263936647972,False
sc_00000,30,10,411.5422949327219,736.4587872283769,157.11021516408988,False
sc_00000,30,11,446.6707843167856,730.9851811263735,166.1799604310093,False
sc_00000,31,0,64.62082300182485,460.36057681835655,78.44533449523323,False
sc_00000,31,1,106.58350488901993,494.1832567923084,49.7645481798128,False
sc_00000,31,2,110.00313413701558,523.5533524049497,35.65943401529537,False
sc_00000,31,3,133.43334371590657,560.4838177348288,11.666175818387822,True
sc_00000,31,4,144.88541029728043,586.6129150668887,3.6331557521924127,True
sc_00000,31,5,184.52395687369602,611.942502887957,27.79835267160833,False
sc_00000,31,6,212.05950420550138,635.8878031379897,47.39274383582351,False
sc_00000,31,7,237.21481169892542,648.5666184556616,61.22688087720941,False
sc_00000,31,8,297.98243208537264,657.7240131674254,85.15221451814588,False
sc_00000,31,9,335.19016296429766,681.1361222381153,107.6744737596565,False
sc_00000,31,10,381.55021502757836,705.585415251286,133.64893598537944,False
sc_00000,31,11,413.2101852825494,750.4853183193333,163.85788245929717,False
sc_00000,32,0,64.62082300182485,460.36057681835655,78.44533449523323,False
sc_00000,32,1,95.82704480261562,467.8092022737428,64.94466999768292,False
sc_00000,32,2,116.6591552765016,492.3843505722625,47.26437444043056,False
sc_00000,32,3,133.7528209788834,514.3118056549506,31.977602534174103,False
